Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
140,React JS Web Development - The Essentials Bootcamp,"Bootcamp on the React.js essentials. Gain a strong foundation of the core concepts, and build exciting and useful apps!",https://www.udemy.com/course/react-js-and-redux-mastering-web-apps/,David Joseph Katz,4.3,"5,146",11 total hours,125 lectures,All Levels,"66,914 students",True,649
143,Accelerated ES6 JavaScript Training,Learn and Use the Future of JavaScript - Today!,https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/,Maximilian Schwarzmüller,4.6,"5,143",6 total hours,115 lectures,Intermediate,"29,347 students",True,799
146,Next.js & React - The Complete Guide (incl. Two Paths!),"Learn NextJS from the ground up and build production-ready, fullstack ReactJS apps with the NextJS framework!",https://www.udemy.com/course/nextjs-react-the-complete-guide/,Maximilian Schwarzmüller,4.8,"5,096",25 total hours,273 lectures,All Levels,"34,885 students",True,799
149,Build a Backend REST API with Python & Django - Advanced,"Create an advanced REST API with Python, Django REST Framework and Docker using Test Driven Development (TDD)",https://www.udemy.com/course/django-python-advanced/,"Mark Winterbottom, Brooke Rutherford",4.6,"5,094",8 total hours,79 lectures,Intermediate,"25,603 students",True,799
152,Webpack 2: The Complete Developer's Guide,"Master Webpack 2 as you deploy web apps supported by Babel, code splitting, and ES2015 Modules.",https://www.udemy.com/course/webpack-2-the-complete-developers-guide/,Stephen Grider,4.8,"5,066",5.5 total hours,57 lectures,All Levels,"24,382 students",True,749
155,Python Django Dev To Deployment,Learn Python and build & deploy a real estate application using the Django framework & PostgreSQL,https://www.udemy.com/course/python-django-dev-to-deployment/,Brad Traversy,4.6,"5,048",11 total hours,70 lectures,Intermediate,"21,364 students",True,699
158,Complete guide to ASP.NET Core MVC (.NET 6),"Build real world application using ASP.NET Core MVC, Entity Framework Core and ASP.NET Core Identity.",https://www.udemy.com/course/complete-aspnet-core-21-course/,Bhrugen Patel,4.5,"4,896",29 total hours,427 lectures,Intermediate,"24,145 students",True,749
161,Complete guide to building an app with .Net Core and React,"The complete guide to building an app from start to finish using ASP.NET Core, React (with Typescript) and Mobx",https://www.udemy.com/course/complete-guide-to-building-an-app-with-net-core-and-react/,Neil Cummings,4.7,"4,694",32.5 total hours,293 lectures,All Levels,"26,207 students",True,649
164,The Complete jQuery Course: From Beginner To Advanced!,"Use jQuery to create stunning animations, provide fast feedback forms, handle all user events and perform Ajax calls.",https://www.udemy.com/course/jquery-tutorial/,"Joe Parys, Peter Sommerhoff, Joe Parys Support",4.5,"4,654",6 total hours,51 lectures,All Levels,"27,375 students",True,699
167,Build a Real-world App with ASP.NET Core and Angular 2 (4+),"Build a full-stack web app with ASP.NET Core, Entity Framework Core and Angular 2 (Angular 4+)",https://www.udemy.com/course/aspnet-core-angular/,Mosh Hamedani,4.5,"4,614",10.5 total hours,162 lectures,Intermediate,"28,143 students",True,699
170,The Complete 2021 PHP Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , JAVASCRIPT , Bootstrap , PHP , MySQL , WordPress , OOP & more!",https://www.udemy.com/course/the-complete-php-full-stack-web-developer-bootcamp/,Srini Vanamala,4.3,"4,550",49 total hours,308 lectures,Beginner,"132,627 students",True,799
173,The Complete ServiceNow Developer Course,Learn how to develop on the ServiceNow platform!,https://www.udemy.com/course/servicenow-201-development/,"Mark Miller, Singa Code",4.5,"4,550",8.5 total hours,57 lectures,Intermediate,"23,452 students",True,649
176,Master Java Unit Testing with Spring Boot & Mockito,"Learn to write awesome Java JUnit unit tests with Spring Boot, Mockito, JsonAssert, Hamcrest & JsonPath in 40 easy steps",https://www.udemy.com/course/learn-unit-testing-with-spring-boot/,in28Minutes Official,4.5,"4,545",4 total hours,55 lectures,All Levels,"21,663 students",True,749
179,Learn Responsive Web Development from Scratch,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,https://www.udemy.com/course/learn-responsive-web-development-from-scratch/,"Eduonix Learning Solutions, Eduonix-Tech .",4.3,"4,539",4.5 total hours,25 lectures,All Levels,"107,564 students",True,599
182,Build a Backend REST API with Python & Django - Beginner,Finally create that App + fully-functioning user database in this crash course to building a REST API,https://www.udemy.com/course/django-python/,"Mark Winterbottom, Brooke Rutherford",4.6,"4,353",5 total hours,76 lectures,Beginner,"22,721 students",True,749
185,Deep Learning and NLP A-Z™: How to create a ChatBot,Learn the Theory and How to implement state of the art Deep Natural Language Processing models in Tensorflow and Python,https://www.udemy.com/course/chatbot/,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Zillion Hand Team",4.6,"4,271",12 total hours,96 lectures,All Levels,"28,029 students",True,649
140,Full Stack Java developer - Java + JSP + Restful WS + Spring,Full Stack Java developer - Core Java + JSP Servlets + Hibernate +Spring + Java Web-service/RestFul  API + Spring boot.,https://www.udemy.com/course/full-stack-java-developer-java/,"StudyEasy Organisation, Chaand Sheikh",4.3,"4,267",65 total hours,619 lectures,All Levels,"20,355 students",True,899
143,Learn JavaScript: Full-Stack from Scratch,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",https://www.udemy.com/course/learn-javascript-full-stack-from-scratch/,Brad Schiff,4.7,"4,153",28 total hours,127 lectures,All Levels,"16,028 students",True,699
146,Object Oriented PHP & MVC,Build a custom object oriented PHP MVC framework and then build an application with it,https://www.udemy.com/course/object-oriented-php-mvc/,Brad Traversy,4.7,"4,132",6.5 total hours,44 lectures,Intermediate,"15,492 students",True,799
149,"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",https://www.udemy.com/course/html-javascript-bootstrap-certification-course/,YouAccel Training,4.4,"4,082",6.5 total hours,124 lectures,Beginner,"257,414 students",True,649
152,The Bootstrap 4 Bootcamp,"Learn to build beautiful responsive websites with the latest Bootstrap version (4.1.3),  Flexbox, HTML5, and CSS3!",https://www.udemy.com/course/bootstrap-4-bootcamp/,Colt Steele,4.6,"4,048",11.5 total hours,87 lectures,Beginner,"19,934 students",True,699
155,HTML5 - From Basics to Advanced level (2021),A beginner's guide for HTML5. Learn all concepts of HTML5 (with hands-on assignments and projects.),https://www.udemy.com/course/html-basic-to-advanced/,"EdYoda Digital University, Qaifi Khan",4.4,"4,002",3.5 total hours,42 lectures,Beginner,"196,472 students",True,749
158,Node.js API Masterclass With Express & MongoDB,Create a real world backend for a bootcamp directory app,https://www.udemy.com/course/nodejs-api-masterclass/,Brad Traversy,4.7,"3,990",12 total hours,76 lectures,Intermediate,"20,322 students",True,649
161,Mastering data visualization in D3.js,Design and build beautiful data visualizations with d3.js. An intensive introduction to the D3 library (V6).,https://www.udemy.com/course/masteringd3js/,Adam Janes,4.4,"3,903",6.5 total hours,95 lectures,Intermediate,"19,779 students",True,649
164,Django 3 - Full Stack Websites with Python Web Development,"Build 3 stunning websites, learn Back and Front End Web Development, deploy your site with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/course/django-3-make-websites-with-python-tutorial-beginner-learn-bootstrap/,Nick Walter,4.7,"3,901",8.5 total hours,78 lectures,Beginner,"15,783 students",True,799
167,The Complete Web Developer Masterclass: Beginner To Advanced,In this complete masterclass course students will learn how to build their very own website from scratch through example,https://www.udemy.com/course/webdevelopercourse/,"Joe Parys, Shahzaib Kamal, Joe Parys Support",4.0,"3,886",51 total hours,316 lectures,All Levels,"72,745 students",True,699
170,RxJs In Practice (with FREE E-Book),"Learn numerous RxJs Operators, learn all RxJs and Reactive Programming core concepts via Practical Examples",https://www.udemy.com/course/rxjs-course/,Angular University,4.6,"3,878",4.5 total hours,45 lectures,All Levels,"16,270 students",True,749
173,Practical Web Development: 22 Courses in 1,"Learn PHP, Apache, MySQL, MongoDB, Python, JavaScript, XML, JSON, HTML, CSS, WordPress and more. With practical examples",https://www.udemy.com/course/the-complete-web-development-course/,Creative Online School,4.2,"3,843",11.5 total hours,149 lectures,All Levels,"280,040 students",True,649
176,The Complete Full-Stack JavaScript Course!,"Learn full-stack web development using JavaScript (ReactJS, NodeJS, LoopbackJS, Redux and Material-UI)!",https://www.udemy.com/course/full-stack-javascript/,"Joseph Delgadillo, Nick Germaine",4.2,"3,828",24.5 total hours,96 lectures,All Levels,"304,416 students",True,699
179,NgRx (with NgRx Data) - The Complete Guide (FREE E-Book),"Learn the modern NgRx Ecosystem, including NgRx Data, Store, Effects, Router Store, NgRx Entity, and DevTools",https://www.udemy.com/course/ngrx-course/,Angular University,4.5,"3,807",6.5 total hours,51 lectures,All Levels,"15,811 students",True,799
182,PHP OOP: Object Oriented Programming for beginners + Project,PHP OOP: Learn OOP PHP and Take your skills to another level. Make serious money by building awesome applications. ,https://www.udemy.com/course/oop-php-object-oriented-programing-with-project-1-course/,"Edwin Diaz, Coding Faculty Solutions",4.4,"3,541",18.5 total hours,225 lectures,All Levels,"22,556 students",True,799
185,HTML & CSS - Certification Course for Beginners,"Lean the Foundations of HTML & CSS to Create Fully Customized, Mobile Responsive Web Pages",https://www.udemy.com/course/html-css-certification-course-for-beginners/,YouAccel Training,4.4,"3,520",4 total hours,70 lectures,Beginner,"163,985 students",True,649
175,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap","Learn HTML5, CSS3, JavaScript, jQuery and Bootstrap framework by building a modern looking responsive website.",https://www.udemy.com/course/build-responsive-website-using-html5-css3-js-and-bootstrap/,Irfan Dayan,4.1,"3,495",8 total hours,75 lectures,All Levels,"98,543 students",True,699
178,Webpack 5: The Complete Guide For Beginners,"Learn Webpack 5 from the very basics to advanced! Use Webpack with JS, CSS, npm, Babel, Node",https://www.udemy.com/course/webpack-from-beginner-to-advanced/,Viktor Pyskunov,4.5,"3,476",4.5 total hours,64 lectures,All Levels,"16,044 students",True,799
181,Learn Visual Studio Code (2020),"Everything you need to know about Visual Studio Code, the most popular editor in Web Development!",https://www.udemy.com/course/learn-visual-studio-code/,James Quick,4.6,"3,466",4 total hours,41 lectures,Intermediate,"13,737 students",True,649
184,React JS- Complete Guide for Frontend Web Development [2021],"Become an expert React JS Developer. Learn HTML, CSS, JavaScript, ES6, React JS and jQuery.",https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,"EdYoda Digital University, Qaifi Khan, Mavludin Abdulkadirov",4.2,"3,464",22 total hours,202 lectures,All Levels,"195,119 students",True,799
187,AngularJS JumpStart with Dan Wahlin,Building Web applications? Learn to build robust Single Page Applications (SPAs) with the popular AngularJS framework!,https://www.udemy.com/course/angularjs-jumpstart/,Dan Wahlin,4.5,"3,412",10 total hours,113 lectures,All Levels,"22,413 students",True,749
190,Complete WordPress Theme & Plugin Development Course [2021],Everything you need to become a hirable WordPress Developer building custom themes and plugins,https://www.udemy.com/course/wordpress-theme-and-plugin-development-course/,Zac Gordon,4.5,"3,370",16 total hours,176 lectures,All Levels,"17,923 students",True,699
193,Server Side Rendering with React and Redux,"Build React, Redux, and React Router apps using Server Side Rendering (SSR), Isomorphic, and Universal JS techniques",https://www.udemy.com/course/server-side-rendering-with-react-and-redux/,Stephen Grider,4.7,"3,356",8.5 total hours,95 lectures,Intermediate,"22,599 students",True,699
196,Object-oriented Programming in JavaScript,"Learn all about OOP, understand the most confusing parts of JavaScript and prepare for technical interviews",https://www.udemy.com/course/javascript-object-oriented-programming/,Mosh Hamedani,4.6,"3,328",4 total hours,64 lectures,Intermediate,"16,647 students",True,699
199,Learn HTML - For Beginners,Lean how to create web pages using HTML,https://www.udemy.com/course/learn-html-for-beginners/,YouAccel Training,4.2,"3,283",2.5 total hours,39 lectures,Beginner,"152,319 students",True,799
