Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
Complete guide to building an app with .Net Core and React,"The complete guide to building an app from start to finish using ASP.NET Core, React (with Typescript) and Mobx",https://www.udemy.com/course/complete-guide-to-building-an-app-with-net-core-and-react/,Neil Cummings,4.7,4694.0,32.5,293,All Levels,26207.0,Paid,649
The Complete jQuery Course: From Beginner To Advanced!,"Use jQuery to create stunning animations, provide fast feedback forms, handle all user events and perform Ajax calls.",https://www.udemy.com/course/jquery-tutorial/,"Joe Parys, Peter Sommerhoff, Joe Parys Support",4.5,4654.0,6.0,51,All Levels,27375.0,Paid,699
Build a Real-world App with ASP.NET Core and Angular 2 (4+),"Build a full-stack web app with ASP.NET Core, Entity Framework Core and Angular 2 (Angular 4+)",https://www.udemy.com/course/aspnet-core-angular/,Mosh Hamedani,4.5,4614.0,10.5,162,Intermediate,28143.0,Paid,699
The Complete 2021 PHP Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , JAVASCRIPT , Bootstrap , PHP , MySQL , WordPress , OOP & more!",https://www.udemy.com/course/the-complete-php-full-stack-web-developer-bootcamp/,Srini Vanamala,4.3,4550.0,49.0,308,Beginner,132627.0,Paid,799
The Complete ServiceNow Developer Course,Learn how to develop on the ServiceNow platform!,https://www.udemy.com/course/servicenow-201-development/,"Mark Miller, Singa Code",4.5,4550.0,8.5,57,Intermediate,23452.0,Paid,649
Master Java Unit Testing with Spring Boot & Mockito,"Learn to write awesome Java JUnit unit tests with Spring Boot, Mockito, JsonAssert, Hamcrest & JsonPath in 40 easy steps",https://www.udemy.com/course/learn-unit-testing-with-spring-boot/,in28Minutes Official,4.5,4545.0,4.0,55,All Levels,21663.0,Paid,749
Learn Responsive Web Development from Scratch,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,https://www.udemy.com/course/learn-responsive-web-development-from-scratch/,"Eduonix Learning Solutions, Eduonix-Tech .",4.3,4539.0,4.5,25,All Levels,107564.0,Paid,599
Build a Backend REST API with Python & Django - Beginner,Finally create that App + fully-functioning user database in this crash course to building a REST API,https://www.udemy.com/course/django-python/,"Mark Winterbottom, Brooke Rutherford",4.6,4353.0,5.0,76,Beginner,22721.0,Paid,749
Deep Learning and NLP A-Z™: How to create a ChatBot,Learn the Theory and How to implement state of the art Deep Natural Language Processing models in Tensorflow and Python,https://www.udemy.com/course/chatbot/,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Zillion Hand Team",4.6,4271.0,12.0,96,All Levels,28029.0,Paid,649
Full Stack Java developer - Java + JSP + Restful WS + Spring,Full Stack Java developer - Core Java + JSP Servlets + Hibernate +Spring + Java Web-service/RestFul  API + Spring boot.,https://www.udemy.com/course/full-stack-java-developer-java/,"StudyEasy Organisation, Chaand Sheikh",4.3,4267.0,65.0,619,All Levels,20355.0,Paid,899
Learn JavaScript: Full-Stack from Scratch,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",https://www.udemy.com/course/learn-javascript-full-stack-from-scratch/,Brad Schiff,4.7,4153.0,28.0,127,All Levels,16028.0,Paid,699
Object Oriented PHP & MVC,Build a custom object oriented PHP MVC framework and then build an application with it,https://www.udemy.com/course/object-oriented-php-mvc/,Brad Traversy,4.7,4132.0,6.5,44,Intermediate,15492.0,Paid,799
"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",https://www.udemy.com/course/html-javascript-bootstrap-certification-course/,YouAccel Training,4.4,4082.0,6.5,124,Beginner,257414.0,Paid,649
The Bootstrap 4 Bootcamp,"Learn to build beautiful responsive websites with the latest Bootstrap version (4.1.3),  Flexbox, HTML5, and CSS3!",https://www.udemy.com/course/bootstrap-4-bootcamp/,Colt Steele,4.6,4048.0,11.5,87,Beginner,19934.0,Paid,699
HTML5 - From Basics to Advanced level (2021),A beginner's guide for HTML5. Learn all concepts of HTML5 (with hands-on assignments and projects.),https://www.udemy.com/course/html-basic-to-advanced/,"EdYoda Digital University, Qaifi Khan",4.4,4002.0,3.5,42,Beginner,196472.0,Paid,749
Node.js API Masterclass With Express & MongoDB,Create a real world backend for a bootcamp directory app,https://www.udemy.com/course/nodejs-api-masterclass/,Brad Traversy,4.7,3990.0,12.0,76,Intermediate,20322.0,Paid,649
Mastering data visualization in D3.js,Design and build beautiful data visualizations with d3.js. An intensive introduction to the D3 library (V6).,https://www.udemy.com/course/masteringd3js/,Adam Janes,4.4,3903.0,6.5,95,Intermediate,19779.0,Paid,649
Django 3 - Full Stack Websites with Python Web Development,"Build 3 stunning websites, learn Back and Front End Web Development, deploy your site with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/course/django-3-make-websites-with-python-tutorial-beginner-learn-bootstrap/,Nick Walter,4.7,3901.0,8.5,78,Beginner,15783.0,Paid,799
The Complete Web Developer Masterclass: Beginner To Advanced,In this complete masterclass course students will learn how to build their very own website from scratch through example,https://www.udemy.com/course/webdevelopercourse/,"Joe Parys, Shahzaib Kamal, Joe Parys Support",4.0,3886.0,51.0,316,All Levels,72745.0,Paid,699
RxJs In Practice (with FREE E-Book),"Learn numerous RxJs Operators, learn all RxJs and Reactive Programming core concepts via Practical Examples",https://www.udemy.com/course/rxjs-course/,Angular University,4.6,3878.0,4.5,45,All Levels,16270.0,Paid,749
Practical Web Development: 22 Courses in 1,"Learn PHP, Apache, MySQL, MongoDB, Python, JavaScript, XML, JSON, HTML, CSS, WordPress and more. With practical examples",https://www.udemy.com/course/the-complete-web-development-course/,Creative Online School,4.2,3843.0,11.5,149,All Levels,280040.0,Paid,649
The Complete Full-Stack JavaScript Course!,"Learn full-stack web development using JavaScript (ReactJS, NodeJS, LoopbackJS, Redux and Material-UI)!",https://www.udemy.com/course/full-stack-javascript/,"Joseph Delgadillo, Nick Germaine",4.2,3828.0,24.5,96,All Levels,304416.0,Paid,699
NgRx (with NgRx Data) - The Complete Guide (FREE E-Book),"Learn the modern NgRx Ecosystem, including NgRx Data, Store, Effects, Router Store, NgRx Entity, and DevTools",https://www.udemy.com/course/ngrx-course/,Angular University,4.5,3807.0,6.5,51,All Levels,15811.0,Paid,799
PHP OOP: Object Oriented Programming for beginners + Project,PHP OOP: Learn OOP PHP and Take your skills to another level. Make serious money by building awesome applications. ,https://www.udemy.com/course/oop-php-object-oriented-programing-with-project-1-course/,"Edwin Diaz, Coding Faculty Solutions",4.4,3541.0,18.5,225,All Levels,22556.0,Paid,799
HTML & CSS - Certification Course for Beginners,"Lean the Foundations of HTML & CSS to Create Fully Customized, Mobile Responsive Web Pages",https://www.udemy.com/course/html-css-certification-course-for-beginners/,YouAccel Training,4.4,3520.0,4.0,70,Beginner,163985.0,Paid,649
"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap","Learn HTML5, CSS3, JavaScript, jQuery and Bootstrap framework by building a modern looking responsive website.",https://www.udemy.com/course/build-responsive-website-using-html5-css3-js-and-bootstrap/,Irfan Dayan,4.1,3495.0,8.0,75,All Levels,98543.0,Paid,699
Webpack 5: The Complete Guide For Beginners,"Learn Webpack 5 from the very basics to advanced! Use Webpack with JS, CSS, npm, Babel, Node",https://www.udemy.com/course/webpack-from-beginner-to-advanced/,Viktor Pyskunov,4.5,3476.0,4.5,64,All Levels,16044.0,Paid,799
Learn Visual Studio Code (2020),"Everything you need to know about Visual Studio Code, the most popular editor in Web Development!",https://www.udemy.com/course/learn-visual-studio-code/,James Quick,4.6,3466.0,4.0,41,Intermediate,13737.0,Paid,649
React JS- Complete Guide for Frontend Web Development [2021],"Become an expert React JS Developer. Learn HTML, CSS, JavaScript, ES6, React JS and jQuery.",https://www.udemy.com/course/react-js-a-complete-guide-for-frontend-web-development/,"EdYoda Digital University, Qaifi Khan, Mavludin Abdulkadirov",4.2,3464.0,22.0,202,All Levels,195119.0,Paid,799
AngularJS JumpStart with Dan Wahlin,Building Web applications? Learn to build robust Single Page Applications (SPAs) with the popular AngularJS framework!,https://www.udemy.com/course/angularjs-jumpstart/,Dan Wahlin,4.5,3412.0,10.0,113,All Levels,22413.0,Paid,749
Complete WordPress Theme & Plugin Development Course [2021],Everything you need to become a hirable WordPress Developer building custom themes and plugins,https://www.udemy.com/course/wordpress-theme-and-plugin-development-course/,Zac Gordon,4.5,3370.0,16.0,176,All Levels,17923.0,Paid,699
Server Side Rendering with React and Redux,"Build React, Redux, and React Router apps using Server Side Rendering (SSR), Isomorphic, and Universal JS techniques",https://www.udemy.com/course/server-side-rendering-with-react-and-redux/,Stephen Grider,4.7,3356.0,8.5,95,Intermediate,22599.0,Paid,699
Object-oriented Programming in JavaScript,"Learn all about OOP, understand the most confusing parts of JavaScript and prepare for technical interviews",https://www.udemy.com/course/javascript-object-oriented-programming/,Mosh Hamedani,4.6,3328.0,4.0,64,Intermediate,16647.0,Paid,699
Learn HTML - For Beginners,Lean how to create web pages using HTML,https://www.udemy.com/course/learn-html-for-beginners/,YouAccel Training,4.2,3283.0,2.5,39,Beginner,152319.0,Paid,799
Become a Web Developer from Scratch,This course covers all you need to know about becoming a top skilled web developer even if you never programmed before!,https://www.udemy.com/course/how-to-become-a-web-developer-from-scratch/,Victor Bastos,4.5,3220.0,26.5,192,All Levels,71368.0,Paid,699
"Master Electron: Desktop Apps with HTML, JavaScript & CSS","The Complete Electron course for learning to build Cross Platform Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/course/master-electron/,Ray Viljoen,4.7,3219.0,8.0,61,All Levels,19458.0,Paid,749
Microfrontends with React: A Complete Developer's Guide,Build incredibly scalable apps with a microfrontend architecture,https://www.udemy.com/course/microfrontend-course/,Stephen Grider,4.7,3186.0,9.0,119,All Levels,24067.0,Paid,849
PHP & MySQL - Certification Course for Beginners,Learn to Build Database Driven Web Applications using PHP & MySQL,https://www.udemy.com/course/php-mysql-certification-course-for-beginners/,YouAccel Training,4.4,3148.0,3.5,57,Beginner,218965.0,Paid,749
The Ultimate Hands-On Lightning Web Component,The most complete Salesforce LWC Development course brought to you by a Google Software Engineer.,https://www.udemy.com/course/lightning-web-component-development/,Manish Choudhari,4.5,3140.0,17.0,113,All Levels,14452.0,Paid,799
JavaScript - Basics to Advanced [step by step (2021)],A perfect JavaScript course for all those who want to learn and master JavaScript programming skills right from scratch.,https://www.udemy.com/course/javascript-basics-to-advanced/,"EdYoda Digital University, Qaifi Khan",4.4,3126.0,10.0,87,Beginner,251168.0,Paid,649
Learn JavaScript for Web Development,Advance your Web Development Skills By Learning Javascript from JavaScript Expert!,https://www.udemy.com/course/javascript-learn-javascript-essentials-and-build-project/,Irfan Dayan,4.7,3113.0,8.5,95,Intermediate,105659.0,Paid,649
Complete Angular 11 - Ultimate Guide - with Real World App,"Angular 11, Angular 12 Material, REST API, JWT Authentication, Angular Project, Asp.Net Core, Dashboard, Durgasoft",https://www.udemy.com/course/complete-angular-indepth-easy/,Web University by Harsha Vardhan,4.4,2686.0,38.5,248,All Levels,14007.0,Paid,599
The Full Stack Web Development,Learn Full Stack Web Development Building Over 40+ Projects,https://www.udemy.com/course/the-full-stack-web-development/,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",4.3,2684.0,33.0,208,Beginner,13396.0,Paid,699
Learn JavaScript - For Beginners,Learn how to Code Web Pages using JavaScript,https://www.udemy.com/course/learn-javascript-for-beginners-v/,YouAccel Training,4.3,2663.0,1.5,43,Beginner,193214.0,Paid,649
Complete Responsive Web Development: 4 courses in 1,"Master yourself in HTML5, CSS3, Bootstrap, jQuery and responsive web development",https://www.udemy.com/course/responsive-web-development/,Creative Online School,4.3,2653.0,6.0,79,All Levels,235261.0,Paid,749
Complete ASP NET MVC Web Development - Newbie to Ninja!,Quickly Learn Web Development with ASP NET MVC and C#. From absolute basics to ninja! Learn C# and MVC like a Pro,https://www.udemy.com/course/better-web-development-pro-techniques-for-success/,Brett Hargreaves,4.3,2611.0,15.5,92,All Levels,14547.0,Paid,649
React and Typescript: Build a Portfolio Project,Expand your portfolio of projects by building a complex app with the latest web technologies.,https://www.udemy.com/course/react-and-typescript-build-a-portfolio-project/,Stephen Grider,4.8,2611.0,29.5,391,All Levels,21718.0,Paid,699
Microservices Architecture and Implementation on .NET 5,"Building Microservices on .Net which used Asp.Net Web API, Docker, RabbitMQ,Ocelot API Gateway, MongoDB,Redis,SqlServer",https://www.udemy.com/course/microservices-architecture-and-implementation-on-dotnet/,Mehmet Özkaya,4.5,2555.0,24.5,176,Beginner,15288.0,Paid,749
100 Days Of Code - 2022 Web Development Bootcamp,"Learn web development from A to Z in 100 days (or at your own pace) - from ""basic"" to ""advanced"", it's all included!",https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",4.7,2523.0,79.5,641,All Levels,19056.0,Paid,649
"JavaScript, Bootstrap, & PHP - Certification for Beginners","A Comprehensive Guide for Beginners interested in learning JavaScript, Bootstrap, & PHP",https://www.udemy.com/course/javascript-bootstrap-php-certification-for-beginners/,YouAccel Training,4.3,2517.0,6.0,115,Beginner,231563.0,Paid,699
Vue JS Essentials with Vuex and Vue Router,"Have limited time to learn Vue, Vuex, and Vue Router?  Take this course and learn Vue in 11 hours!",https://www.udemy.com/course/vue-js-course/,Stephen Grider,4.7,2511.0,10.5,140,Beginner,13108.0,Paid,749
Javascript Tutorial and Projects Course (2022),Learn Javascript by Building 30+ Interesting Projects,https://www.udemy.com/course/javascript-tutorial-for-beginners-w/,John Smilga,4.8,2508.0,43.5,404,All Levels,17978.0,Paid,599
